12/5/2024,world,US says Israel may have breached international law using American weapons,,"Report says it is ""reasonable to assess"" there have been breaches in Gaza, but admits it does not have ""complete information"".","Sat, 11 May 2024 06:25:23 GMT"
12/5/2024,world,Brazil floods drive thousands from their homes,,"Heavy rains wreak havoc in southern Brazil, leaving many homeless and raising fears of further chaos.","Sat, 11 May 2024 06:52:25 GMT"
12/5/2024,world,Hundreds feared dead in Afghanistan flash flooding,,"More than 100 people are injured, according to officials, as torrents of water sweep through entire villages.","Sat, 11 May 2024 13:25:20 GMT"
12/5/2024,world,UN assembly urges Palestine membership after vote,,"Passing the resolution is seen as symbolic, as the US is likely to use its veto in the Security Council.","Sat, 11 May 2024 11:40:58 GMT"
12/5/2024,world,Israeli operation leaves Rafah's hospitals overwhelmed,,More than a million people are at risk of being deprived of medical care in Gaza.,"Fri, 10 May 2024 04:43:05 GMT"
12/5/2024,world,Netanyahu vows Hamas Rafah defeat despite US arms threat,,"Israeli leader says his country will ""stand alone"" and ""fight with fingernails"" if shipments are halted.","Fri, 10 May 2024 06:10:41 GMT"
12/5/2024,world,"Israel heads to Eurovision final, despite protests",,"Twenty-year-old singer Eden Golan makes the final, despite being booed during dress rehearsals.","Thu, 09 May 2024 22:51:40 GMT"
12/5/2024,world,Unrwa closes East Jerusalem compound after attacks,,The head of the UN agency says the perimeter of its building was set fire to twice on Thursday.,"Thu, 09 May 2024 21:34:47 GMT"
12/5/2024,world,Biden to halt some arms supplies if Israel invades Rafah,,President Biden warns he will stop supplying some weapons if Israel launches a ground operation.,"Thu, 09 May 2024 15:23:08 GMT"
12/5/2024,world,Israeli police raid studio linked to Al Jazeera,,The incident comes after Israel targeted another of the broadcaster's offices in Jerusalem on Sunday.,"Thu, 09 May 2024 13:09:58 GMT"
12/5/2024,world,Watch: Prince Harry plays sit-down volleyball,,The Duchess of Sussex cheered on her husband from the side of the court.,"Sat, 11 May 2024 16:40:10 GMT"
12/5/2024,world,Djokovic dons a helmet after being hit by bottle,,Djokovic greets fans with a helmet after being hit by bottle,"Sat, 11 May 2024 13:24:09 GMT"
12/5/2024,world,Ros Atkins on... How different countries protect children online,,BBC Analysis editor Ros Atkins looks at what what is being done to prevent minors seeing harmful content.,"Sat, 11 May 2024 05:25:21 GMT"
12/5/2024,world,Trump's lawyers spar with Stormy Daniels in trial,,The BBC's Nada Tawfik goes through the cross-examination that the former adult-film star faced in court.,"Fri, 10 May 2024 00:49:02 GMT"
12/5/2024,world,'So smart': Meghan praises Harry during Nigeria visit,,The Duchess of Sussex compliments the Duke as he speak about mental health at a school in Abuja.,"Fri, 10 May 2024 11:08:11 GMT"
12/5/2024,world,Doorcam captures tornado winds tearing down trees,,A week of severe storms has left a trail of damage and flooding in multiple parts of the central US.,"Thu, 09 May 2024 16:30:57 GMT"
12/5/2024,world,Horse stranded on rooftop and airport floods in Brazil,,Aerials show a horse stranded on a rooftop and a flooded airport in Brazil's Rio Grande do Sul.,"Thu, 09 May 2024 09:46:14 GMT"
12/5/2024,world,Watch: US and allies sink mock enemy ship in military drill,,"More than 16,000 military personnel took part in the practice drills in the Philippines and South China Sea.","Wed, 08 May 2024 17:29:59 GMT"
12/5/2024,world,BBC Verify looks at fake AI-generated Met Gala images,,Fake pictures of Katy Perry and other artists at the Met Gala went viral on social media.,"Tue, 07 May 2024 17:05:46 GMT"
12/5/2024,world,Images show devastating impact of Brazil floods,,Aerial footage shows devastating scenes in Brazil as landslides and massive flooding kill dozens.,"Tue, 07 May 2024 09:38:27 GMT"
12/5/2024,world,Gazans celebrate after Hamas says it accepts ceasefire,,Video shows people jumping for joy and chanting joyously outside Al Aqsa hospital in Central Gaza.,"Mon, 06 May 2024 17:45:27 GMT"
12/5/2024,world,Rafah evacuation: 'Where will we go now?',,"Palestinians have begun leaving parts of Rafah after Israel urged 100,000 people to evacuate the city.","Mon, 06 May 2024 14:31:54 GMT"
12/5/2024,world,Dashcam shows tornado obliterate Nebraska building,,There were dozens of workers still inside when the extreme weather event struck - but all survived.,"Mon, 06 May 2024 08:42:23 GMT"
12/5/2024,world,Surfers pay tribute to tourists found dead in Mexico,,Authorities believe three tourists were attacked trying to fend off an attempted theft.,"Mon, 06 May 2024 09:27:47 GMT"
12/5/2024,world,Rival Greek churches light skies in annual ‘rocket war’,,"In a tradition going back centuries, two rival churches fire at one another during Orthodox Easter Mass.","Sun, 05 May 2024 17:49:55 GMT"
12/5/2024,world,Watch: Madonna free beach gig attracts 1.6m people,,The concert in Brazil marked the end of the singing icon's 'Celebration' world tour.,"Sun, 05 May 2024 09:40:16 GMT"
12/5/2024,world,The moment pilot makes emergency landing on US beach,,"A small plane's engine lost power mid-flight, forcing the pilot to land on a New York beach.","Fri, 03 May 2024 22:12:44 GMT"
12/5/2024,world,The man who took on the coal industry to save a forest - and won,,Alok Shukla has spent years fighting to protect a key Indian forest from mining companies.,"Sat, 11 May 2024 23:24:42 GMT"
12/5/2024,world,The escaped dissident still pursued decades on by China,,"Yan Xiong escaped from China in 1992, but he and other dissidents are still being targeted by Beijing.","Sat, 11 May 2024 23:05:31 GMT"
12/5/2024,world,"Ghana, Nigeria and the quest for UK looted treasure",,Artefacts looted by the British in the colonial era are now  back in Ghana and are on public view.,"Sun, 12 May 2024 01:02:16 GMT"
12/5/2024,world,Chainsaw vandals hack at trees to get better Sydney harbour view,,"Hundreds of trees have recently been killed, conveniently exposing multi-million dollar views.","Sat, 11 May 2024 23:07:29 GMT"
12/5/2024,world,"Australia tries to stop a violence against women 'epidemic', starting with schools",,"As the nation reels from the Bondi Junction stabbings, what can be done to shift behaviour?","Sat, 11 May 2024 05:04:00 GMT"
12/5/2024,world,"Red carpets, racing and flames: Photos of the week",,"A selection of striking images from around the world, taken over the past seven days.","Sat, 11 May 2024 01:18:34 GMT"
12/5/2024,world,Why Modi's party is not fighting elections in Kashmir,,This is the first general election since India ended the special status of Kashmir in 2019.,"Sat, 11 May 2024 00:24:56 GMT"
12/5/2024,uk,"Banning UK arms sales to Israel would strengthen Hamas, Lord Cameron says",,The foreign secretary also says that Israel must do more to allow aid into Gaza. Labour MP Jonathan Ashworth joins the show later.,"Sun, 12 May 2024 06:50:28 GMT"
12/5/2024,uk,'Extreme' protest groups face ban under proposal,,"A report will recommend proscribing ""extreme"" groups using criminal tactics to achieve their aims.","Sun, 12 May 2024 02:11:31 GMT"
12/5/2024,uk,Switzerland's Nemo wins Eurovision as UK comes 18th,,Nemo becomes the first non-binary artist to win Eurovision with their song The Code.,"Sun, 12 May 2024 00:28:31 GMT"
12/5/2024,uk,Elphicke accused of lobbying over husband's sexual assault case,,The new Labour MP is accused of asking the then Justice Secretary to help move the date of the case.,"Sat, 11 May 2024 19:57:11 GMT"
12/5/2024,uk,UK investigates Hamas claim British-Israeli hostage killed in Gaza,,"British-Israeli Nadav Popplewell, 51, died of wounds sustained weeks ago, the Palestinian group claims.","Sun, 12 May 2024 08:26:04 GMT"
12/5/2024,uk,Why you probably missed the Northern Lights on Saturday,,"The Northern Lights waned early on Saturday night, but picked up again much later.","Sun, 12 May 2024 07:27:45 GMT"
12/5/2024,uk,"TV stars gear up for Bafta Awards, with Happy Valley and Succession most nominated",,"Happy Valley, Succession and The Crown are among the TV shows nominated at Sunday's ceremony.","Sun, 12 May 2024 00:21:41 GMT"
12/5/2024,uk,Meghan opens up about her Nigerian heritage,,"The Duchess of Sussex describes the ""eye opening"" experience of learning about her Nigerian ancestry.","Sun, 12 May 2024 06:57:16 GMT"
12/5/2024,uk,UK records hottest day of the year so far,,"Temperatures peaked at 25.9C (78.6F) in Herstmonceux, East Sussex, according to the Met Office.","Sat, 11 May 2024 20:10:29 GMT"
12/5/2024,uk,Boy drowns while swimming near popular picnic site,,Police name the teenager who died after getting into difficulty while swimming.,"Sat, 11 May 2024 18:08:24 GMT"
12/5/2024,uk,Murder arrests after two women die in house fire,,"Two men have been arrested on suspicion of murder, West Midlands Police say.","Sat, 11 May 2024 11:35:24 GMT"
12/5/2024,uk,"Good progress on M25 works, says highways agency",,The motorway is shut in both directions between junctions nine and 10 until 06:00 on Monday.,"Sun, 12 May 2024 07:15:41 GMT"
12/5/2024,uk,'Incredibly brave' officer shot in leg with crossbow,,"An officer is shot with a crossbow and a man is stabbed in a ""serious assault and weapons incident"".","Sat, 11 May 2024 16:23:31 GMT"
12/5/2024,uk,"Van driver charged over crash which killed boy, 7",,"William Brown, 7, was pronounced dead at the scene in Folkestone, Kent, in December.","Sat, 11 May 2024 19:47:06 GMT"
12/5/2024,uk,Northern Lights stun UK in spectacular display,,"A rare solar storm made the aurora borealis visible across the UK, including across the south.","Sat, 11 May 2024 12:09:25 GMT"
12/5/2024,uk,Women in 80s charged after Magna Carta targeted,,Police said two protesters hit the glass around the historic document with a hammer and chisel.,"Sat, 11 May 2024 11:36:11 GMT"
12/5/2024,uk,Man killed in shooting in south London,,The man is believed to have been shot in St Rule Street on the Westbury Estate in Lambeth.,"Sat, 11 May 2024 13:22:35 GMT"
12/5/2024,uk,Murder charge over stabbing of woman near bus stop,,Jalal Debella appeared before magistrates in Willesden and is due at the Old Bailey on Tuesday.,"Sat, 11 May 2024 14:58:53 GMT"
12/5/2024,uk,Harry plays sit-down volleyball on Nigeria visit,,The Duke and Duchess of Sussex have been welcomed by a charity which helps service personnel in Nigeria.,"Sat, 11 May 2024 16:07:52 GMT"
12/5/2024,uk,Watch: Prince Harry plays sit-down volleyball,,The Duchess of Sussex cheered on her husband from the side of the court.,"Sat, 11 May 2024 16:40:10 GMT"
12/5/2024,uk,Island fights back grey squirrel invasion,,A conservationist is on a mission to keep a Welsh island a sanctuary for native red squirrels.,"Sat, 11 May 2024 00:46:59 GMT"
12/5/2024,uk,Ros Atkins on... How different countries protect children online,,BBC Analysis editor Ros Atkins looks at what what is being done to prevent minors seeing harmful content.,"Sat, 11 May 2024 05:25:21 GMT"
12/5/2024,uk,Watch: Northern Lights sparkle amid solar storm,,"Time-lapse videos show swirls of green, pink and scarlet moving across and lighting up the night sky.","Sat, 11 May 2024 03:48:34 GMT"
12/5/2024,uk,"Kate is doing well, Prince William says",,The prince made the comments as he visited St Mary’s Community Hospital on the Isles of Scilly.,"Fri, 10 May 2024 12:12:12 GMT"
12/5/2024,uk,Composer breaks down BBC News theme on 25th anniversary,,"David Lowe explains how he came up with the well-known tune, starting with a clock ticking.","Fri, 10 May 2024 10:59:01 GMT"
12/5/2024,uk,Olly Alexander: My Eurovision odds are at one per cent,,"Ahead of the Eurovision final, the former Years & Years singer looks at his chances of winning.","Fri, 10 May 2024 09:20:25 GMT"
12/5/2024,uk,Prince Harry tells BBC 'it’s great' to be back in UK,,The Duke of Sussex spent Thursday afternoon at a charity event for children of fallen military personnel.,"Fri, 10 May 2024 05:05:03 GMT"
12/5/2024,uk,Watch: Prince William plays volleyball on Newquay beach,,The Prince of Wales is visiting a beach in Cornwall to meet members of local lifesaving clubs.,"Thu, 09 May 2024 17:12:26 GMT"
12/5/2024,uk,Watch: Smiling King Charles greets garden party guests,,Queen Camilla was also in attendance at the first of Buckingham Palace's two annual summer parties.,"Wed, 08 May 2024 18:31:56 GMT"
12/5/2024,uk,Waving Prince Harry arrives at Invictus anniversary service,,The Duke of Sussex will give a reading at the thanksgiving service in St Paul's Cathedral celebrating the 10th anniversary of the games.,"Wed, 08 May 2024 16:09:02 GMT"
12/5/2024,uk,Footage shows landslide at Shetland wind farm,,No-one was hurt but work near a section of the project has been suspended while the extent of the damage is investigated.,"Wed, 08 May 2024 14:00:45 GMT"
12/5/2024,uk,Eurovision: What does the UK have to do to win?,,The UK hasn't won Eurovision for 27 years. Is there any way to turn our fortunes around?,"Sun, 12 May 2024 04:27:47 GMT"
12/5/2024,uk,"What lurks beneath: Treasures, wrecks and curios",,More than 300 items found at sea were reported last year including an elephant tusk and human bones.,"Sat, 11 May 2024 23:12:46 GMT"
12/5/2024,uk,The Papers: Defector MP and 'Strictly Come Darting',,"Sunday's papers feature new claims about Natalie Elphicke, including why she may have left the Conservative Party.","Sun, 12 May 2024 04:05:20 GMT"
12/5/2024,uk,How Ghana got its looted gold back from the UK,,Artefacts looted by the British in the colonial era are now  back in Ghana and are on public view.,"Sun, 12 May 2024 01:02:16 GMT"
12/5/2024,uk,Hope for rare mountain chicken frog thanks to London-bred froglets,,"Frantic efforts are being made to save the endangered mountain chicken frog, native to just two Caribbean islands.","Sun, 12 May 2024 00:26:37 GMT"
12/5/2024,uk,"Kuenssberg: What could possibly go wrong for Keir Starmer? A lot, actually",,Labour's leadership is bouncing - but there are plenty of potential pitfalls between Starmer and No 10.,"Sat, 11 May 2024 10:46:53 GMT"
12/5/2024,uk,'I'm stuck in my flat due to £4k service charge',,Kasun Kalirai would not have put his flat on the market had it not been for rocketing service charges.,"Sat, 11 May 2024 23:33:43 GMT"
12/5/2024,uk,I'm going to be crushed alive - police officer,,A PSNI sergeant whose vehicle was rammed in South Armagh was off duty for six weeks.,"Sun, 12 May 2024 05:28:49 GMT"
12/5/2024,uk,Remembering the fishermen who never came home,,Services are being held around the UK coast to honour the fishermen who lost their lives at sea,"Sun, 12 May 2024 08:32:09 GMT"
12/5/2024,uk,"Misleading ads risking women's health, doctors say",,Misinformation and commercialisation of women's healthcare leaves many vulnerable to unproven claims.,"Sun, 12 May 2024 08:07:57 GMT"
12/5/2024,uk,Boy drowns near popular picnic site,,Police name the teenager who died after getting into difficulty while swimming.,"Sat, 11 May 2024 18:08:24 GMT"
12/5/2024,business,Is social media worth paying for?,,"As Twitter and Facebook both now offer paid subscription, what impact is it having?","Sat, 11 May 2024 23:35:30 GMT"
12/5/2024,business,Shein suppliers still work 75-hour weeks - report,,A Swiss pressure group says some staff at Shein suppliers are still working excessive overtime.,"Sun, 12 May 2024 08:11:37 GMT"
12/5/2024,business,'I'm stuck in my flat due to £4k service charge',,Kasun Kalirai would not have put his flat on the market had it not been for rocketing service charges.,"Sat, 11 May 2024 23:33:43 GMT"
12/5/2024,business,"'I got married on a Thursday and saved £3,000'",,More couples are choosing to get married on a weekday in order to save money.,"Fri, 10 May 2024 21:09:00 GMT"
12/5/2024,business,Who gets 15 hours of free childcare and how do I apply?,,Parents in England can now access 15 hours of free weekly childcare for their two-year-olds.,"Fri, 10 May 2024 15:53:50 GMT"
12/5/2024,business,How crops are being disaster-proofed,,Scientists are creating hardier crops by cross-breeding wild varities and tweaking crop genes.,"Fri, 10 May 2024 21:14:05 GMT"
12/5/2024,business,Sunak says it'll take time for people to feel better,,"The prime minister says ""there is more work to do"" as the UK emerges from recession.","Fri, 10 May 2024 18:36:14 GMT"
12/5/2024,business,Post Office boss denies ‘covering tracks’,,Rod Ismay denies deleting emails about a 'back door' in Horizon,"Fri, 10 May 2024 19:25:04 GMT"
12/5/2024,business,Faisal Islam: Economy is getting better but people may not notice,,"Growth was stronger than expected, but millions of households are yet to feel the benefit.","Fri, 10 May 2024 10:39:00 GMT"
12/5/2024,business,UK exits recession with fastest growth in two years,,The economy grew by a stronger than expected 0.6% in the first three months of the year.,"Fri, 10 May 2024 10:44:39 GMT"
12/5/2024,business,Lidl raises pay to match Aldi in battle for staff,,The German discounters will give their workers higher wages than British competitors.,"Fri, 10 May 2024 11:30:56 GMT"
12/5/2024,business,Delays warning as M25 stretch closes for the weekend,,Drivers are urged to avoid junctions 9-10 of motorway in Surrey which closed at 21:00 BST on Friday.,"Fri, 10 May 2024 20:23:02 GMT"
12/5/2024,business,Free wine hidden in small print claimed after three months,,"The offer was included on the tax website as an ""experiment"" to see if anyone would read the terms.","Thu, 09 May 2024 20:08:47 GMT"
12/5/2024,business,Bank of England boss weighs in on UK economy row,,"Andrew Bailey told the BBC the recession was ""mild"" as figures on the economy are released Friday.","Thu, 09 May 2024 16:49:41 GMT"
12/5/2024,business,Bank 'optimistic' as it edges closer to summer cut,,Its comments came as UK interest rates were left unchanged at a 16-year high of 5.25%.,"Fri, 10 May 2024 08:57:48 GMT"
12/5/2024,business,Apple apologises after piano crushing ad backlash,,"The technology giant apologised after Hugh Grant and others criticised the ""tone deaf"" iPad advert.","Fri, 10 May 2024 00:21:36 GMT"
12/5/2024,business,Rat remains found in bread sparks Japan recall and refunds,,"Pasco has recalled 104,000 packs of sliced bread after rat remains were found in its products.","Fri, 10 May 2024 04:41:53 GMT"
12/5/2024,business,Train strikes: What routes are affected when?,,"Train drivers have been staging strikes, coinciding with a six-day overtime ban.","Thu, 09 May 2024 20:48:05 GMT"
12/5/2024,business,Record levels of shoplifting show signs of falling,,Shoplifting fell slightly last year according to official figures but remains high.,"Thu, 09 May 2024 17:25:29 GMT"
12/5/2024,business,Post Office 'misled and deceived me' says key lawyer,,Simon Clarke tells inquiry when he realised expert knew of IT bugs and how he helped halt Horizon prosecutions.,"Thu, 09 May 2024 19:56:44 GMT"
12/5/2024,business,Argentines strike against spending cuts,,"Schools, banks and many shops close across the country, with train and metro services suspended.","Fri, 10 May 2024 08:16:55 GMT"
12/5/2024,business,Boeing whistleblower says plane bodies had defects,,A former quality inspector for Spirit AeroSystems claims he found many defects on parts due for shipping.,"Thu, 09 May 2024 20:37:48 GMT"
12/5/2024,business,Online used car retailer Cazoo close to collapse,,"Troubled online used car retailer Cazoo is close to entering administration, putting about 1,000 jobs at risk.","Thu, 09 May 2024 11:10:37 GMT"
12/5/2024,business,'Keep your phone on 24 hours a day': Chinese PR boss apologises after backlash,,"Baidu's Qu Jing tells workers she does not care for them because, 'I am not your mum'.","Thu, 09 May 2024 05:20:41 GMT"
12/5/2024,business,Disney and Warner to bundle streaming services,,The media giants are under pressure to attract more subscribers to their streaming services.,"Thu, 09 May 2024 03:35:33 GMT"
12/5/2024,business,EU moves to give profits from Russian assets to Ukraine,,EU ambassadors have agreed in principle to use the profits from frozen Russian assets to help Ukraine.,"Wed, 08 May 2024 16:19:18 GMT"
12/5/2024,business,E-gate outage lessons 'must be learnt',,"The airport technology failure means the government has to ""learn lessons"", Lord Foster of Bath says.","Wed, 08 May 2024 11:52:52 GMT"
12/5/2024,business,The post-Brexit hard sell for British food in Asia,,"The UK still lags far behind its main European counterparts, both in terms of sales and reputation.","Thu, 09 May 2024 23:49:40 GMT"
12/5/2024,business,Will AI dream up the hit TV shows of the future?,,Television production firms admit they are already using AI to come up with new programme ideas.,"Wed, 08 May 2024 23:05:27 GMT"
12/5/2024,business,How quantum physics could 'revolutionise everything',,"From unhackable communication networks to powerful computers, quantum technology promises huge advances.","Mon, 06 May 2024 23:37:15 GMT"
12/5/2024,business,The rise of Sweden's super rich,,"Why the Nordic nation, despite its reputation for social equality, has so many billionaires.","Sun, 05 May 2024 23:44:38 GMT"
12/5/2024,business,'Garden floods show need to work with nature',,Insurance scheme urges gardeners to use planting to protect their homes from floods.,"Fri, 03 May 2024 21:38:25 GMT"
12/5/2024,business,How the computer games industry is embracing AI,,Developing computer games can be wildly expensive so some hope that AI can cut the cost.,"Thu, 02 May 2024 23:07:24 GMT"
12/5/2024,business,The insect farmers turning to AI to help lower costs,,Makers of insect-based animal feed hope to be able to compete with soybeans on price.,"Wed, 01 May 2024 23:05:47 GMT"
12/5/2024,business,Tatti Lashes: The school friends who built a beauty empire,,Charlotte Tiplady and Elliot Barton explain how together they built up their Tatti Lashes beauty empire from Liverpool.,"Tue, 30 Apr 2024 23:31:19 GMT"
12/5/2024,business,Chinese women are teaming up with strangers to save money,,They are finding new ways to cut back on household spending as China’s economy loses steam.,"Wed, 01 May 2024 00:12:53 GMT"
12/5/2024,business,How Chinese firms are using Mexico as a backdoor to the US,,Chinese firms are racing to set up factories in Mexico to bypass US tariffs and sanctions.,"Sun, 21 Apr 2024 23:01:19 GMT"
12/5/2024,politics,"Banning UK arms sales to Israel would strengthen Hamas, Lord Cameron says",,The foreign secretary also says that Israel must do more to allow aid into Gaza. Labour MP Jonathan Ashworth joins the show later.,"Sun, 12 May 2024 06:50:28 GMT"
12/5/2024,politics,Elphicke accused of lobbying over husband's sexual assault case,,The new Labour MP is accused of asking the then Justice Secretary to help move the date of the case.,"Sat, 11 May 2024 19:57:11 GMT"
12/5/2024,politics,"Kuenssberg: What could possibly go wrong for Keir Starmer? A lot, actually",,Labour's leadership is bouncing - but there are plenty of potential pitfalls between Starmer and No 10.,"Sat, 11 May 2024 10:46:53 GMT"
12/5/2024,politics,'Extreme' protest groups face ban under proposal,,"A report will recommend proscribing ""extreme"" groups using criminal tactics to achieve their aims.","Sun, 12 May 2024 02:11:31 GMT"
12/5/2024,politics,"Chris Mason: Sunak, Starmer and their small boats row",,"The issue of people crossing the Channel is so contested, even the terminology of the topic is disputed.","Sat, 11 May 2024 05:06:47 GMT"
12/5/2024,politics,How foreign affairs could shape votes at home,,"Former, current and would-be foreign secretaries set out their pitch for Britain and the world.","Sat, 11 May 2024 01:06:07 GMT"
12/5/2024,politics,Sunak says it'll take time for people feel better as UK exits recession,,"The prime minister says ""there is more work to do"" as the UK emerges from recession.","Fri, 10 May 2024 18:36:14 GMT"
12/5/2024,politics,"Ticket tax needed to help music venues, MPs say",,A report recommends a levy on arena and stadium concert tickets to help struggling small venues.,"Sat, 11 May 2024 00:52:10 GMT"
12/5/2024,politics,MPs given guide to spotting conspiracy theories,,The guide - commissioned by Penny Mordaunt - warns MPs and candidates of the main conspiracies in circulation.,"Fri, 10 May 2024 17:49:17 GMT"
12/5/2024,politics,Swinney remains committed to gender reform bill,,The Scottish government recommits to bill that will allow someone to self-identify their legally recognised sex.,"Fri, 10 May 2024 21:16:29 GMT"
12/5/2024,politics,Tata won't change mind on job cuts - FM says,,Vaughan Gething travels to India to meet Tata executives over plans to cut thousands of steel jobs.,"Fri, 10 May 2024 21:28:04 GMT"
12/5/2024,politics,Faisal Islam: Economy is getting better but people may not notice,,"Growth was stronger than expected, but millions of households are yet to feel the benefit.","Fri, 10 May 2024 10:39:00 GMT"
12/5/2024,politics,Elphicke apologises for comments on assault victims,,Some Labour MPs have raised concerns about the comments after the Dover MP defected to the party.,"Thu, 09 May 2024 17:32:23 GMT"
12/5/2024,politics,Watchdog rejects MP's lobbying scandal complaint,,"A press regulator has said The Times investigation had a ""clear public interest"".","Fri, 10 May 2024 07:40:01 GMT"
12/5/2024,politics,Ban on sex offenders changing their name to go ahead,,The government has accepted an amendment to the Criminal Justice Bill from Labour MP Sarah Champion.,"Thu, 09 May 2024 17:43:24 GMT"
12/5/2024,politics,Backlash over plan to ban charged MPs from Commons,,Some MPs want to see those arrested on suspicion of sexual offences barred from Parliament.,"Thu, 09 May 2024 14:15:22 GMT"
12/5/2024,politics,"Sunak to blame for Tory 'chaos', Houchen says",,"The re-elected Conservative Tees Valley mayor says many Tories are fighting ""like rats in a sack"".","Thu, 09 May 2024 14:24:24 GMT"
12/5/2024,politics,"Trump often misunderstood on Nato, says David Lammy",,"Labour's shadow foreign secretary has previously called Donald Trump a ""racist"" and ""neo-Nazi sympathiser"".","Thu, 09 May 2024 13:11:59 GMT"
12/5/2024,politics,Labour wants law to protect interns from sex pests,,"The planned law is part of Labour's New Deal for Working People, aimed at strengthening employee rights.","Thu, 09 May 2024 12:13:36 GMT"
12/5/2024,politics,Nadhim Zahawi to stand down as Tory MP at election,,"""My mistakes have been mine"", says the ex-chancellor who will stand down as MP at the next election.","Thu, 09 May 2024 11:30:28 GMT"
12/5/2024,politics,Swinney says no change in SNP's referendum strategy,,"The first minister said Scotland could only ""move on"" if it became independent.","Thu, 09 May 2024 18:38:31 GMT"
12/5/2024,politics,Universities UK says protests may require action,,The Universities UK president says lines must be drawn between acceptable and unacceptable behaviour.,"Thu, 09 May 2024 13:43:13 GMT"
12/5/2024,politics,Greens attack Kate Forbes at Swinney's first FMQs,,John Swinney's record in government and new team came under fire at his debut first minister's questions,"Thu, 09 May 2024 16:40:31 GMT"
12/5/2024,politics,Mixed reaction in Dover as town's MP joins Labour,,Natalie Elphicke will not stand as a Labour candidate in Dover and Deal at the next election.,"Wed, 08 May 2024 19:18:25 GMT"
12/5/2024,politics,Ex-England cricketer quits George Galloway's party,,Monty Panesar was among dozens of MP candidates being lined up by the Workers Party of Britain.,"Wed, 08 May 2024 12:07:37 GMT"
12/5/2024,politics,Man sent abusive emails to Biden and Starmer,,Graham Frederick Reid admits sending emails including extreme racist and homophobic language.,"Thu, 09 May 2024 14:34:18 GMT"
12/5/2024,politics,Local election results in maps and charts,,"Analysis of results in the local elections 2024, including the London mayor and councils around England.","Tue, 07 May 2024 16:39:56 GMT"
12/5/2024,politics,Kuenssberg: Are Tories resigned to electoral fate under Sunak?,,Tory MPs are in no mood to oust Rishi Sunak despite local results pointing to general election defeat.,"Sat, 04 May 2024 20:18:26 GMT"
12/5/2024,politics,Chris Mason: An evening of drama as Labour squeak West Midlands win,,"Labour won with just over 1,500 votes more than the Tories in an incredibly close race.","Sun, 05 May 2024 00:12:12 GMT"
12/5/2024,politics,How Sadiq Khan won over London for the third time,,The Labour candidate clinched a third-successive term as mayor of London - but what next?,"Sat, 04 May 2024 19:25:44 GMT"
12/5/2024,politics,Sir John Curtice: Do local election results point to a hung Parliament?,,Using how people voted in local elections to predict a potential general election result poses difficulties.,"Mon, 06 May 2024 12:08:36 GMT"
12/5/2024,politics,Seven takeaways from the local elections,,What you need to know from England's council and mayoral polls.,"Sat, 04 May 2024 21:48:50 GMT"
12/5/2024,politics,Chris Mason: Bleak picture for Sunak as Tories take hit,,Labour has discovered a knack of winning in the local elections where they need to win in a general election.,"Fri, 03 May 2024 20:34:13 GMT"
12/5/2024,politics,Labour says it must rebuild trust with Muslim voters,,The party's Gaza stance appears to have dented its support in Muslim areas at the local elections.,"Sun, 05 May 2024 19:52:28 GMT"
12/5/2024,politics,Lib Dems take seats from Tories in target areas,,"Leader Sir Ed Davey claims voters are switching from the Tories because they are being ""let down"".","Sat, 04 May 2024 16:16:52 GMT"
